"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes"
"1999-01";"251.15";"A";"251.14";"A";"251.06";"A";"251.05";"A";"251.05";"A";"251.05";"A";"251.03";"A";"251.0";"A";"251.01";"A";"250.99";"A";"250.96";"A";"250.94";"A";"250.9";"A";"250.83";"A"
"1998-12";"254.58";"A";"254.57";"A";"254.49";"A";"254.48";"A";"254.48";"A";"254.48";"A";"254.46";"A";"254.42";"A";"254.43";"A";"254.42";"A";"254.39";"A";"254.37";"A";"254.32";"A";"254.26";"A"
"1998-11";"267.68";"A";"267.67";"A";"267.58";"A";"267.57";"A";"267.57";"A";"267.57";"A";"267.55";"A";"267.51";"A";"267.52";"A";"267.51";"A";"267.48";"A";"267.46";"A";"267.41";"A";"267.34";"A"
"1998-10";"256.31";"A";"256.3";"A";"256.22";"A";"256.21";"A";"256.21";"A";"256.2";"A";"256.19";"A";"256.15";"A";"256.16";"A";"256.15";"A";"256.12";"A";"256.1";"A";"256.05";"A";"255.98";"A"
"1998-09";"258.34";"A";"258.32";"A";"258.24";"A";"258.24";"A";"258.23";"A";"258.23";"A";"258.21";"A";"258.18";"A";"258.19";"A";"258.17";"A";"258.14";"A";"258.12";"A";"258.07";"A";"258.01";"A"
"1998-08";"257.35";"A";"257.34";"A";"257.26";"A";"257.25";"A";"257.25";"A";"257.24";"A";"257.22";"A";"257.19";"A";"257.2";"A";"257.19";"A";"257.15";"A";"257.13";"A";"257.09";"A";"257.02";"A"
"1998-07";"263.36";"A";"263.35";"A";"263.26";"A";"263.25";"A";"263.25";"A";"263.25";"A";"263.23";"A";"263.2";"A";"263.2";"A";"263.19";"A";"263.16";"A";"263.14";"A";"263.09";"A";"263.02";"A"
"1998-06";"259.46";"A";"259.45";"A";"259.37";"A";"259.36";"A";"259.36";"A";"259.35";"A";"259.34";"A";"259.3";"A";"259.31";"A";"259.3";"A";"259.27";"A";"259.25";"A";"259.2";"A";"259.13";"A"
"1998-05";"262.65";"A";"262.64";"A";"262.56";"A";"262.55";"A";"262.55";"A";"262.54";"A";"262.52";"A";"262.49";"A";"262.5";"A";"262.49";"A";"262.45";"A";"262.43";"A";"262.39";"A";"262.32";"A"
"1998-04";"266.77";"A";"266.76";"A";"266.68";"A";"266.67";"A";"266.67";"A";"266.66";"A";"266.64";"A";"266.61";"A";"266.62";"A";"266.6";"A";"266.57";"A";"266.55";"A";"266.5";"A";"266.43";"A"
"1998-03";"270.21";"A";"270.2";"A";"270.12";"A";"270.11";"A";"270.11";"A";"270.1";"A";"270.08";"A";"270.05";"A";"270.06";"A";"270.04";"A";"270.01";"A";"269.99";"A";"269.94";"A";"269.87";"A"
"1998-02";"272.31";"A";"272.29";"A";"272.21";"A";"272.2";"A";"272.2";"A";"272.19";"A";"272.17";"A";"272.14";"A";"272.15";"A";"272.14";"A";"272.1";"A";"272.08";"A";"272.03";"A";"271.96";"A"
"1998-01";"272.34";"A";"272.33";"A";"272.24";"A";"272.23";"A";"272.23";"A";"272.23";"A";"272.21";"A";"272.17";"A";"272.18";"A";"272.17";"A";"272.14";"A";"272.11";"A";"272.06";"A";"271.99";"A"
"1997-12";"277.25";"A";"277.23";"A";"277.15";"A";"277.14";"A";"277.14";"A";"277.13";"A";"277.11";"A";"277.08";"A";"277.08";"A";"277.07";"A";"277.04";"A";"277.02";"A";"276.96";"A";"276.89";"A"
"1997-11";"270.75";"A";"270.74";"A";"270.65";"A";"270.65";"A";"270.64";"A";"270.64";"A";"270.62";"A";"270.59";"A";"270.59";"A";"270.58";"A";"270.55";"A";"270.53";"A";"270.48";"A";"270.41";"A"
"1997-10";"275.08";"A";"275.06";"A";"274.98";"A";"274.97";"A";"274.97";"A";"274.96";"A";"274.94";"A";"274.91";"A";"274.92";"A";"274.9";"A";"274.87";"A";"274.85";"A";"274.8";"A";"274.73";"A"
"1997-09";"272.55";"A";"272.54";"A";"272.45";"A";"272.45";"A";"272.44";"A";"272.44";"A";"272.42";"A";"272.38";"A";"272.39";"A";"272.38";"A";"272.35";"A";"272.32";"A";"272.27";"A";"272.2";"A"
"1997-08";"266.76";"A";"266.75";"A";"266.67";"A";"266.66";"A";"266.66";"A";"266.65";"A";"266.63";"A";"266.6";"A";"266.61";"A";"266.6";"A";"266.56";"A";"266.54";"A";"266.49";"A";"266.42";"A"
"1997-07";"273.64";"A";"273.63";"A";"273.54";"A";"273.53";"A";"273.53";"A";"273.52";"A";"273.5";"A";"273.47";"A";"273.48";"A";"273.47";"A";"273.43";"A";"273.41";"A";"273.36";"A";"273.29";"A"
"1997-06";"264.26";"A";"264.24";"A";"264.16";"A";"264.15";"A";"264.15";"A";"264.15";"A";"264.13";"A";"264.09";"A";"264.1";"A";"264.09";"A";"264.06";"A";"264.04";"A";"263.99";"A";"263.92";"A"
"1997-05";"271.28";"A";"271.27";"A";"271.18";"A";"271.18";"A";"271.17";"A";"271.17";"A";"271.15";"A";"271.11";"A";"271.12";"A";"271.11";"A";"271.08";"A";"271.06";"A";"271.0";"A";"270.94";"A"
"1997-04";"276.37";"A";"276.36";"A";"276.27";"A";"276.27";"A";"276.26";"A";"276.26";"A";"276.24";"A";"276.2";"A";"276.21";"A";"276.2";"A";"276.16";"A";"276.14";"A";"276.09";"A";"276.02";"A"
"1997-03";"276.51";"A";"276.5";"A";"276.41";"A";"276.41";"A";"276.4";"A";"276.4";"A";"276.38";"A";"276.34";"A";"276.35";"A";"276.34";"A";"276.31";"A";"276.28";"A";"276.23";"A";"276.16";"A"
"1997-02";"287.39";"A";"287.38";"A";"287.29";"A";"287.28";"A";"287.28";"A";"287.27";"A";"287.25";"A";"287.21";"A";"287.22";"A";"287.21";"A";"287.17";"A";"287.15";"A";"287.1";"A";"287.03";"A"
"1997-01";"280.41";"A";"280.39";"A";"280.31";"A";"280.3";"A";"280.3";"A";"280.29";"A";"280.27";"A";"280.24";"A";"280.24";"A";"280.23";"A";"280.2";"A";"280.17";"A";"280.12";"A";"280.05";"A"
"1996-12";"286.64";"A";"286.62";"A";"286.53";"A";"286.53";"A";"286.52";"A";"286.52";"A";"286.5";"A";"286.46";"A";"286.47";"A";"286.46";"A";"286.42";"A";"286.4";"A";"286.35";"A";"286.27";"A"
"1996-11";"293.64";"A";"293.63";"A";"293.53";"A";"293.53";"A";"293.52";"A";"293.52";"A";"293.5";"A";"293.46";"A";"293.47";"A";"293.45";"A";"293.42";"A";"293.4";"A";"293.34";"A";"293.27";"A"
"1996-10";"294.92";"A";"294.9";"A";"294.81";"A";"294.8";"A";"294.8";"A";"294.79";"A";"294.77";"A";"294.73";"A";"294.74";"A";"294.73";"A";"294.69";"A";"294.67";"A";"294.62";"A";"294.54";"A"
"1996-09";"306.9";"A";"306.89";"A";"306.79";"A";"306.79";"A";"306.78";"A";"306.78";"A";"306.76";"A";"306.72";"A";"306.73";"A";"306.71";"A";"306.67";"A";"306.65";"A";"306.59";"A";"306.51";"A"
"1996-08";"321.23";"A";"321.21";"A";"321.11";"A";"321.1";"A";"321.1";"A";"321.09";"A";"321.07";"A";"321.03";"A";"321.04";"A";"321.03";"A";"320.99";"A";"320.96";"A";"320.9";"A";"320.82";"A"
"1996-07";"326.45";"A";"326.43";"A";"326.33";"A";"326.32";"A";"326.32";"A";"326.31";"A";"326.29";"A";"326.25";"A";"326.26";"A";"326.24";"A";"326.2";"A";"326.17";"A";"326.11";"A";"326.03";"A"
"1996-06";"331.28";"A";"331.26";"A";"331.16";"A";"331.15";"A";"331.15";"A";"331.14";"A";"331.12";"A";"331.08";"A";"331.09";"A";"331.07";"A";"331.03";"A";"331.0";"A";"330.94";"A";"330.86";"A"
"1996-05";"338.47";"A";"338.45";"A";"338.35";"A";"338.34";"A";"338.33";"A";"338.33";"A";"338.3";"A";"338.26";"A";"338.27";"A";"338.25";"A";"338.21";"A";"338.19";"A";"338.12";"A";"338.04";"A"
"1996-04";"346.19";"A";"346.18";"A";"346.07";"A";"346.06";"A";"346.05";"A";"346.05";"A";"346.02";"A";"345.98";"A";"345.99";"A";"345.97";"A";"345.93";"A";"345.9";"A";"345.84";"A";"345.75";"A"
"1996-03";"343.23";"A";"343.21";"A";"343.1";"A";"343.09";"A";"343.09";"A";"343.08";"A";"343.06";"A";"343.01";"A";"343.03";"A";"343.01";"A";"342.97";"A";"342.94";"A";"342.88";"A";"342.79";"A"
"1996-02";"339.55";"A";"339.53";"A";"339.42";"A";"339.42";"A";"339.41";"A";"339.41";"A";"339.38";"A";"339.34";"A";"339.35";"A";"339.33";"A";"339.29";"A";"339.26";"A";"339.2";"A";"339.11";"A"
"1996-01";"363.26";"A";"363.25";"A";"363.13";"A";"363.12";"A";"363.12";"A";"363.11";"A";"363.09";"A";"363.04";"A";"363.05";"A";"363.04";"A";"362.99";"A";"362.96";"A";"362.89";"A";"362.8";"A"
"1995-12";"360.72";"A";"360.71";"A";"360.59";"A";"360.58";"A";"360.58";"A";"360.57";"A";"360.55";"A";"360.5";"A";"360.51";"A";"360.49";"A";"360.45";"A";"360.42";"A";"360.35";"A";"360.26";"A"
"1995-11";"407.01";"A";"407.0";"A";"406.87";"A";"406.86";"A";"406.85";"A";"406.85";"A";"406.82";"A";"406.76";"A";"406.78";"A";"406.76";"A";"406.71";"A";"406.68";"A";"406.6";"A";"406.5";"A"
"1995-10";"379.7";"A";"379.68";"A";"379.56";"A";"379.55";"A";"379.55";"A";"379.54";"A";"379.51";"A";"379.47";"A";"379.48";"A";"379.46";"A";"379.41";"A";"379.38";"A";"379.31";"A";"379.22";"A"
"1995-09";"375.91";"A";"375.89";"A";"375.78";"A";"375.77";"A";"375.76";"A";"375.75";"A";"375.73";"A";"375.68";"A";"375.69";"A";"375.67";"A";"375.63";"A";"375.6";"A";"375.53";"A";"375.43";"A"
"1995-08";"382.71";"A";"382.69";"A";"382.57";"A";"382.56";"A";"382.56";"A";"382.55";"A";"382.52";"A";"382.47";"A";"382.48";"A";"382.47";"A";"382.42";"A";"382.39";"A";"382.32";"A";"382.22";"A"
"1995-07";"378.21";"A";"378.19";"A";"378.07";"A";"378.06";"A";"378.06";"A";"378.05";"A";"378.02";"A";"377.97";"A";"377.99";"A";"377.97";"A";"377.92";"A";"377.89";"A";"377.82";"A";"377.73";"A"
"1995-06";"391.43";"A";"391.41";"A";"391.29";"A";"391.28";"A";"391.27";"A";"391.27";"A";"391.24";"A";"391.19";"A";"391.2";"A";"391.18";"A";"391.13";"A";"391.1";"A";"391.03";"A";"390.93";"A"
"1995-05";"388.39";"A";"388.37";"A";"388.25";"A";"388.24";"A";"388.24";"A";"388.23";"A";"388.2";"A";"388.15";"A";"388.17";"A";"388.15";"A";"388.1";"A";"388.07";"A";"388.0";"A";"387.9";"A"
"1995-04";"385.62";"A";"385.6";"A";"385.48";"A";"385.47";"A";"385.47";"A";"385.46";"A";"385.43";"A";"385.38";"A";"385.4";"A";"385.38";"A";"385.33";"A";"385.3";"A";"385.23";"A";"385.13";"A"
"1995-03";"396.5";"A";"396.48";"A";"396.36";"A";"396.35";"A";"396.34";"A";"396.34";"A";"396.31";"A";"396.26";"A";"396.27";"A";"396.25";"A";"396.2";"A";"396.17";"A";"396.1";"A";"396.0";"A"
"1995-02";"389.31";"A";"389.29";"A";"389.17";"A";"389.16";"A";"389.15";"A";"389.14";"A";"389.12";"A";"389.07";"A";"389.08";"A";"389.06";"A";"389.01";"A";"388.98";"A";"388.91";"A";"388.81";"A"
"1995-01";"390.74";"A";"390.72";"A";"390.6";"A";"390.59";"A";"390.58";"A";"390.58";"A";"390.55";"A";"390.5";"A";"390.51";"A";"390.49";"A";"390.44";"A";"390.41";"A";"390.34";"A";"390.24";"A"
"1994-12";"399.24";"A";"399.22";"A";"399.1";"A";"399.08";"A";"399.08";"A";"399.07";"A";"399.04";"A";"398.99";"A";"399.01";"A";"398.99";"A";"398.94";"A";"398.91";"A";"398.83";"A";"398.73";"A"
"1994-11";"408.41";"A";"408.39";"A";"408.26";"A";"408.25";"A";"408.25";"A";"408.24";"A";"408.21";"A";"408.16";"A";"408.17";"A";"408.15";"A";"408.1";"A";"408.07";"A";"407.99";"A";"407.89";"A"
"1994-10";"409.92";"A";"409.9";"A";"409.77";"A";"409.76";"A";"409.76";"A";"409.75";"A";"409.72";"A";"409.67";"A";"409.68";"A";"409.66";"A";"409.61";"A";"409.58";"A";"409.5";"A";"409.4";"A"
"1994-09";"425.53";"A";"425.51";"A";"425.38";"A";"425.37";"A";"425.36";"A";"425.35";"A";"425.32";"A";"425.27";"A";"425.28";"A";"425.26";"A";"425.21";"A";"425.18";"A";"425.1";"A";"424.99";"A"
"1994-08";"423.96";"A";"423.94";"A";"423.81";"A";"423.8";"A";"423.79";"A";"423.78";"A";"423.75";"A";"423.7";"A";"423.71";"A";"423.69";"A";"423.64";"A";"423.61";"A";"423.53";"A";"423.42";"A"
"1994-07";"424.4";"A";"424.38";"A";"424.25";"A";"424.24";"A";"424.23";"A";"424.22";"A";"424.19";"A";"424.14";"A";"424.15";"A";"424.13";"A";"424.08";"A";"424.05";"A";"423.97";"A";"423.86";"A"
"1994-06";"439.81";"A";"439.79";"A";"439.66";"A";"439.64";"A";"439.64";"A";"439.63";"A";"439.6";"A";"439.54";"A";"439.56";"A";"439.54";"A";"439.48";"A";"439.45";"A";"439.37";"A";"439.26";"A"
"1994-05";"430.83";"A";"430.81";"A";"430.68";"A";"430.67";"A";"430.66";"A";"430.65";"A";"430.62";"A";"430.57";"A";"430.58";"A";"430.56";"A";"430.51";"A";"430.48";"A";"430.4";"A";"430.29";"A"
"1994-04";"432.04";"A";"432.02";"A";"431.89";"A";"431.88";"A";"431.87";"A";"431.86";"A";"431.83";"A";"431.78";"A";"431.79";"A";"431.77";"A";"431.72";"A";"431.68";"A";"431.6";"A";"431.49";"A"
"1994-03";"439.62";"A";"439.6";"A";"439.46";"A";"439.45";"A";"439.45";"A";"439.44";"A";"439.41";"A";"439.35";"A";"439.36";"A";"439.34";"A";"439.29";"A";"439.26";"A";"439.17";"A";"439.06";"A"
"1994-02";"440.65";"A";"440.63";"A";"440.49";"A";"440.48";"A";"440.48";"A";"440.47";"A";"440.44";"A";"440.38";"A";"440.39";"A";"440.37";"A";"440.32";"A";"440.29";"A";"440.2";"A";"440.09";"A"
"1994-01";"447.22";"A";"447.2";"A";"447.06";"A";"447.04";"A";"447.04";"A";"447.03";"A";"447.0";"A";"446.94";"A";"446.96";"A";"446.94";"A";"446.88";"A";"446.85";"A";"446.76";"A";"446.65";"A"
"1993-12";"454.81";"A";"454.79";"A";"454.65";"A";"454.63";"A";"454.63";"A";"454.62";"A";"454.59";"A";"454.53";"A";"454.55";"A";"454.52";"A";"454.47";"A";"454.43";"A";"454.35";"A";"454.23";"A"
"1993-11";"440.95";"A";"440.93";"A";"440.79";"A";"440.78";"A";"440.78";"A";"440.77";"A";"440.74";"A";"440.68";"A";"440.7";"A";"440.68";"A";"440.62";"A";"440.59";"A";"440.5";"A";"440.39";"A"
"1993-10";"427.81";"A";"427.79";"A";"427.66";"A";"427.65";"A";"427.64";"A";"427.63";"A";"427.6";"A";"427.55";"A";"427.56";"A";"427.54";"A";"427.49";"A";"427.46";"A";"427.38";"A";"427.27";"A"
"1993-09";"412.48";"A";"412.47";"A";"412.34";"A";"412.33";"A";"412.32";"A";"412.31";"A";"412.28";"A";"412.23";"A";"412.24";"A";"412.23";"A";"412.17";"A";"412.14";"A";"412.07";"A";"411.96";"A"
"1993-08";"407.5";"A";"407.48";"A";"407.36";"A";"407.34";"A";"407.34";"A";"407.33";"A";"407.3";"A";"407.25";"A";"407.27";"A";"407.25";"A";"407.2";"A";"407.16";"A";"407.09";"A";"406.98";"A"
"1993-07";"414.72";"A";"414.71";"A";"414.57";"A";"414.56";"A";"414.56";"A";"414.55";"A";"414.52";"A";"414.47";"A";"414.48";"A";"414.46";"A";"414.41";"A";"414.38";"A";"414.3";"A";"414.2";"A"
"1993-06";"412.9";"A";"412.88";"A";"412.75";"A";"412.74";"A";"412.74";"A";"412.73";"A";"412.7";"A";"412.65";"A";"412.66";"A";"412.64";"A";"412.59";"A";"412.56";"A";"412.48";"A";"412.38";"A"
"1993-05";"420.15";"A";"420.14";"A";"420.0";"A";"419.99";"A";"419.99";"A";"419.98";"A";"419.95";"A";"419.9";"A";"419.91";"A";"419.89";"A";"419.84";"A";"419.81";"A";"419.73";"A";"419.62";"A"
"1993-04";"430.99";"A";"430.97";"A";"430.83";"A";"430.82";"A";"430.82";"A";"430.81";"A";"430.78";"A";"430.72";"A";"430.74";"A";"430.72";"A";"430.66";"A";"430.63";"A";"430.55";"A";"430.44";"A"
"1993-03";"418.11";"A";"418.09";"A";"417.96";"A";"417.95";"A";"417.94";"A";"417.93";"A";"417.9";"A";"417.85";"A";"417.86";"A";"417.85";"A";"417.79";"A";"417.76";"A";"417.68";"A";"417.58";"A"
"1993-02";"430.81";"A";"430.79";"A";"430.66";"A";"430.65";"A";"430.64";"A";"430.63";"A";"430.6";"A";"430.55";"A";"430.56";"A";"430.54";"A";"430.49";"A";"430.45";"A";"430.37";"A";"430.26";"A"
"1993-01";"422.26";"A";"422.24";"A";"422.11";"A";"422.1";"A";"422.09";"A";"422.08";"A";"422.05";"A";"422.0";"A";"422.01";"A";"421.99";"A";"421.94";"A";"421.91";"A";"421.83";"A";"421.72";"A"
"1992-12";"421.28";"A";"421.26";"A";"421.13";"A";"421.12";"A";"421.11";"A";"421.11";"A";"421.08";"A";"421.02";"A";"421.04";"A";"421.02";"A";"420.96";"A";"420.93";"A";"420.85";"A";"420.75";"A"
"1992-11";"418.92";"A";"418.91";"A";"418.77";"A";"418.76";"A";"418.76";"A";"418.75";"A";"418.72";"A";"418.67";"A";"418.68";"A";"418.66";"A";"418.61";"A";"418.58";"A";"418.5";"A";"418.39";"A"
"1992-10";"417.5";"A";"417.48";"A";"417.35";"A";"417.34";"A";"417.34";"A";"417.33";"A";"417.3";"A";"417.25";"A";"417.26";"A";"417.24";"A";"417.19";"A";"417.16";"A";"417.08";"A";"416.97";"A"
"1992-09";"430.8";"A";"430.78";"A";"430.65";"A";"430.63";"A";"430.63";"A";"430.62";"A";"430.59";"A";"430.54";"A";"430.55";"A";"430.53";"A";"430.48";"A";"430.44";"A";"430.36";"A";"430.25";"A"
"1992-08";"439.56";"A";"439.54";"A";"439.4";"A";"439.39";"A";"439.39";"A";"439.38";"A";"439.35";"A";"439.29";"A";"439.3";"A";"439.28";"A";"439.23";"A";"439.2";"A";"439.11";"A";"439.0";"A"
"1992-07";"449.62";"A";"449.6";"A";"449.46";"A";"449.45";"A";"449.45";"A";"449.44";"A";"449.4";"A";"449.35";"A";"449.36";"A";"449.34";"A";"449.29";"A";"449.25";"A";"449.17";"A";"449.05";"A"
"1992-06";"443.75";"A";"443.73";"A";"443.59";"A";"443.58";"A";"443.57";"A";"443.56";"A";"443.53";"A";"443.48";"A";"443.49";"A";"443.47";"A";"443.41";"A";"443.38";"A";"443.3";"A";"443.18";"A"
"1992-05";"449.57";"A";"449.55";"A";"449.4";"A";"449.39";"A";"449.39";"A";"449.38";"A";"449.35";"A";"449.29";"A";"449.3";"A";"449.28";"A";"449.23";"A";"449.19";"A";"449.11";"A";"448.99";"A"
"1992-04";"454.37";"A";"454.35";"A";"454.2";"A";"454.19";"A";"454.19";"A";"454.18";"A";"454.15";"A";"454.09";"A";"454.1";"A";"454.08";"A";"454.03";"A";"453.99";"A";"453.91";"A";"453.79";"A"
"1992-03";"455.9";"A";"455.88";"A";"455.74";"A";"455.72";"A";"455.72";"A";"455.71";"A";"455.68";"A";"455.62";"A";"455.64";"A";"455.61";"A";"455.56";"A";"455.52";"A";"455.44";"A";"455.32";"A"
"1992-02";"455.77";"A";"455.75";"A";"455.61";"A";"455.6";"A";"455.59";"A";"455.58";"A";"455.55";"A";"455.49";"A";"455.51";"A";"455.49";"A";"455.43";"A";"455.39";"A";"455.31";"A";"455.19";"A"
"1992-01";"450.07";"A";"450.05";"A";"449.91";"A";"449.89";"A";"449.89";"A";"449.88";"A";"449.85";"A";"449.79";"A";"449.81";"A";"449.79";"A";"449.73";"A";"449.69";"A";"449.61";"A";"449.5";"A"
"1991-12";"454.51";"A";"454.49";"A";"454.35";"A";"454.33";"A";"454.33";"A";"454.32";"A";"454.29";"A";"454.23";"A";"454.24";"A";"454.22";"A";"454.17";"A";"454.13";"A";"454.05";"A";"453.93";"A"
"1991-11";"454.91";"A";"454.89";"A";"454.75";"A";"454.74";"A";"454.73";"A";"454.72";"A";"454.69";"A";"454.63";"A";"454.65";"A";"454.63";"A";"454.57";"A";"454.53";"A";"454.45";"A";"454.33";"A"
"1991-10";"460.94";"A";"460.92";"A";"460.78";"A";"460.77";"A";"460.76";"A";"460.75";"A";"460.72";"A";"460.66";"A";"460.68";"A";"460.65";"A";"460.6";"A";"460.56";"A";"460.48";"A";"460.36";"A"
"1991-09";"458.68";"A";"458.66";"A";"458.51";"A";"458.5";"A";"458.5";"A";"458.49";"A";"458.45";"A";"458.4";"A";"458.41";"A";"458.39";"A";"458.33";"A";"458.3";"A";"458.21";"A";"458.09";"A"
"1991-08";"456.99";"A";"456.97";"A";"456.83";"A";"456.82";"A";"456.81";"A";"456.8";"A";"456.77";"A";"456.71";"A";"456.73";"A";"456.71";"A";"456.65";"A";"456.61";"A";"456.53";"A";"456.41";"A"
"1991-07";"451.5";"A";"451.48";"A";"451.33";"A";"451.32";"A";"451.32";"A";"451.31";"A";"451.28";"A";"451.22";"A";"451.23";"A";"451.21";"A";"451.16";"A";"451.12";"A";"451.04";"A";"450.92";"A"
"1991-06";"458.61";"A";"458.59";"A";"458.45";"A";"458.43";"A";"458.43";"A";"458.42";"A";"458.39";"A";"458.33";"A";"458.34";"A";"458.32";"A";"458.27";"A";"458.23";"A";"458.14";"A";"458.03";"A"
"1991-05";"456.69";"A";"456.67";"A";"456.53";"A";"456.52";"A";"456.51";"A";"456.5";"A";"456.47";"A";"456.41";"A";"456.43";"A";"456.41";"A";"456.35";"A";"456.31";"A";"456.23";"A";"456.11";"A"
"1991-04";"452.25";"A";"452.23";"A";"452.09";"A";"452.07";"A";"452.07";"A";"452.06";"A";"452.03";"A";"451.97";"A";"451.99";"A";"451.96";"A";"451.91";"A";"451.87";"A";"451.79";"A";"451.67";"A"
"1991-03";"448.45";"A";"448.43";"A";"448.29";"A";"448.28";"A";"448.27";"A";"448.26";"A";"448.23";"A";"448.17";"A";"448.19";"A";"448.17";"A";"448.11";"A";"448.08";"A";"447.99";"A";"447.88";"A"
"1991-02";"447.06";"A";"447.04";"A";"446.9";"A";"446.88";"A";"446.88";"A";"446.87";"A";"446.84";"A";"446.78";"A";"446.8";"A";"446.78";"A";"446.72";"A";"446.69";"A";"446.6";"A";"446.49";"A"
"1991-01";"452.12";"A";"452.1";"A";"451.95";"A";"451.94";"A";"451.94";"A";"451.93";"A";"451.9";"A";"451.84";"A";"451.85";"A";"451.83";"A";"451.78";"A";"451.74";"A";"451.66";"A";"451.54";"A"
"1990-12";"458.87";"A";"458.85";"A";"458.7";"A";"458.69";"A";"458.69";"A";"458.68";"A";"458.65";"A";"458.59";"A";"458.6";"A";"458.58";"A";"458.52";"A";"458.49";"A";"458.4";"A";"458.29";"A"
"1990-11";"462.47";"A";"462.45";"A";"462.31";"A";"462.3";"A";"462.29";"A";"462.28";"A";"462.25";"A";"462.19";"A";"462.2";"A";"462.18";"A";"462.13";"A";"462.09";"A";"462.0";"A";"461.89";"A"
"1990-10";"465.58";"A";"465.56";"A";"465.41";"A";"465.4";"A";"465.39";"A";"465.38";"A";"465.35";"A";"465.29";"A";"465.31";"A";"465.29";"A";"465.23";"A";"465.19";"A";"465.1";"A";"464.99";"A"
"1990-09";"465.55";"A";"465.53";"A";"465.38";"A";"465.37";"A";"465.36";"A";"465.35";"A";"465.32";"A";"465.26";"A";"465.28";"A";"465.25";"A";"465.2";"A";"465.16";"A";"465.07";"A";"464.96";"A"
"1990-08";"462.88";"A";"462.86";"A";"462.71";"A";"462.7";"A";"462.7";"A";"462.69";"A";"462.66";"A";"462.6";"A";"462.61";"A";"462.59";"A";"462.53";"A";"462.5";"A";"462.41";"A";"462.29";"A"
"1990-07";"390.67";"A";"390.65";"A";"390.53";"A";"390.52";"A";"390.52";"A";"390.51";"A";"390.48";"A";"390.43";"A";"390.44";"A";"390.42";"A";"390.38";"A";"390.35";"A";"390.27";"A";"390.17";"A"
"1990-06";"459.35";"A";"459.33";"A";"459.18";"A";"459.17";"A";"459.16";"A";"459.16";"A";"459.12";"A";"459.06";"A";"459.08";"A";"459.06";"A";"459.0";"A";"458.96";"A";"458.88";"A";"458.76";"A"
"1990-05";"462.82";"A";"462.8";"A";"462.66";"A";"462.64";"A";"462.64";"A";"462.63";"A";"462.6";"A";"462.54";"A";"462.55";"A";"462.53";"A";"462.47";"A";"462.44";"A";"462.35";"A";"462.24";"A"
"1990-04";"473.84";"A";"473.82";"A";"473.67";"A";"473.66";"A";"473.66";"A";"473.65";"A";"473.61";"A";"473.55";"A";"473.57";"A";"473.54";"A";"473.49";"A";"473.45";"A";"473.36";"A";"473.24";"A"
"1990-03";"497.98";"A";"497.96";"A";"497.81";"A";"497.79";"A";"497.79";"A";"497.78";"A";"497.74";"A";"497.68";"A";"497.69";"A";"497.67";"A";"497.61";"A";"497.57";"A";"497.48";"A";"497.35";"A"
"1990-02";"489.66";"A";"489.64";"A";"489.49";"A";"489.47";"A";"489.47";"A";"489.46";"A";"489.42";"A";"489.36";"A";"489.38";"A";"489.35";"A";"489.29";"A";"489.26";"A";"489.17";"A";"489.04";"A"
"1990-01";"503.94";"A";"503.92";"A";"503.76";"A";"503.74";"A";"503.74";"A";"503.73";"A";"503.69";"A";"503.63";"A";"503.64";"A";"503.62";"A";"503.56";"A";"503.52";"A";"503.43";"A";"503.3";"A"
